Prefix,Input_text,Target_text
webNLG,Dwayne Bravo|Rahul Tewatia|FOUR,"Dwayne Bravo to Rahul Tewatia, FOUR, Dwayne Bravo misses his"
webNLG,SN Thakur|Prithvi Shaw|FOUR,"SN Thakur to Prithvi Shaw, FOUR, nicely guided away to"
webNLG,Chahar|Dhawan|FOUR,"Chahar to Dhawan, FOUR, this is a dream start for"
webNLG,Harbhajan|Prithvi Shaw|FOUR,"Harbhajan to Prithvi Shaw, FOUR, there he comes racing down"
webNLG,Harbhajan|Dhawan|FOUR,"Harbhajan to Dhawan, FOUR, swept and swept fine, flighted delivery"
webNLG,Chahar|Prithvi Shaw|OUT,"Chahar to Prithvi Shaw, out Caught by Watson!! This is"
webNLG,Harbhajan|Dhawan|FOUR,"Harbhajan to Dhawan, FOUR, this is good batting, knows Harbhajan"
webNLG,Harbhajan|Shreyas Iyer|ONE,"Harbhajan to Shreyas Iyer, 1 run, in the airrrrr but"
webNLG,Tahir|Shreyas Iyer|SIX,"Tahir to Shreyas Iyer, SIX, hint of flight and Iyer's"
webNLG,Chakravarthy|Narine|SIX,"Chakravarthy to Narine, SIX, Narine gets off the mark with"
webNLG,Chakravarthy|Narine|FOUR,"Chakravarthy to Narine, FOUR, carrom ball, but the length is"
webNLG,Chakravarthy|Narine|SIX,"Chakravarthy to Narine, SIX, shot! Narine gets down on a"
webNLG,Ashwin|Nitish Rana|SIX,"Ashwin to Nitish Rana, SIX, full toss and Rana has"
webNLG,Ashwin|Nitish Rana|SIX,"Ashwin to Nitish Rana, SIX, another one from Nitish Rana!"
webNLG,Mandeep|Uthappa|FOUR,"Mandeep to Uthappa, FOUR, seems like Ashwin has ran out"
webNLG,Mandeep|Nitish Rana|SIX,"Mandeep to Nitish Rana, SIX, another one in the zone"
webNLG,Mandeep|Nitish Rana|SIX,"Mandeep to Nitish Rana, SIX, flat and over the leaping"
webNLG,Viljoen|Nitish Rana|FOUR,"Viljoen to Nitish Rana, FOUR, back-to-back fifties for Nitish Rana!"
webNLG,Viljoen|Nitish Rana|SIX,"Viljoen to Nitish Rana, SIX, hits back of a length"
webNLG,Viljoen|Nitish Rana|FOUR,"Viljoen to Nitish Rana, FOUR, full and wide, sliced away"
webNLG,Chakravarthy|Nitish Rana|OUT,"Chakravarthy to Nitish Rana, out Caught by Agarwal!! Maiden IPL"
webNLG,Viljoen|Uthappa|FOUR,"Viljoen to Uthappa, FOUR, 24th IPL fifty for Robin Uthappa!"
webNLG,Shami|Uthappa|FOUR,"Shami to Uthappa, FOUR, very full delivery on the pads,"
webNLG,Tye|A Russell|SIX,"Tye to A Russell, SIX, are ya kiddin' me? A"
webNLG,Tye|A Russell|FOUR,"Tye to A Russell, FOUR, short one, slow, well-directed, but"
webNLG,Tye|A Russell|FOUR,"Tye to A Russell, FOUR, to give you an idea"
webNLG,Tye|A Russell|SIX,"Tye to A Russell, SIX, length ball, a sin at"
webNLG,Shami|A Russell|SIX,"Shami to A Russell, SIX, 143.1km/h, an inch too short"
webNLG,Shami|A Russell|SIX,"Shami to A Russell, SIX, attempts another yorker, errs on"
webNLG,Shami|A Russell|SIX,"Shami to A Russell, SIX, another full-toss, 142.9km/h, from round"
webNLG,Shami|A Russell|FOUR,"Shami to A Russell, FOUR, looks like he's just streamed"
webNLG,Tye|A Russell|OUT,"Tye to A Russell, out Caught by Agarwal! Short ball"
webNLG,Chakravarthy|Narine|SIX,"Chakravarthy to Narine, SIX, 25 off the over! Not the"
webNLG,Shami|Chris Lynn|FOUR,"Shami to Chris Lynn, FOUR, it's raining boundaries! Hint of"
webNLG,Shami|Chris Lynn|FOUR,"Shami to Chris Lynn, FOUR, biffed! Watch out, Narine. A"
webNLG,Shami|Chris Lynn|OUT,"Shami to Chris Lynn, out Caught by Miller!! One shot"
webNLG,Shami|Narine|NO RUN,"Shami to Narine, no run, dropped! Shami has put down"
webNLG,Tye|Uthappa|FOUR,"Tye to Uthappa, FOUR, oh that's a fantastic shot! Tries"
webNLG,Viljoen|Narine|OUT,"Viljoen to Narine, out Caught by Rahul!! KKR have lost"
webNLG,Viljoen|Uthappa|SIX,"Viljoen to Uthappa, SIX, shot! Viljoen provided a bit of"
webNLG,Ashwin|Uthappa|SIX,"Ashwin to Uthappa, SIX, Uthappa goes after Ashwin with deep"
webNLG,Chakravarthy|Uthappa|FOUR,"Chakravarthy to Uthappa, FOUR, a freebie! A 91kph, short-and-wide ball,"
webNLG,Chakravarthy|Uthappa|FOUR,"Chakravarthy to Uthappa, FOUR, away-turner, but the length is on"
webNLG,Ashwin|Nitish Rana|SIX,"Ashwin to Nitish Rana, SIX, Ashwin gives a lot of"
webNLG,Ashwin|Nitish Rana|SIX,"Ashwin to Nitish Rana, SIX, touch short and Rana pounces"
webNLG,Ashwin|Nitish Rana|ONE,"Ashwin to Nitish Rana, 1 run, low full toss on"
webNLG,Prasidh|Gayle|SIX,"Prasidh to Gayle, SIX, 145.1km/h, too short and too wide,"
webNLG,Prasidh|Gayle|FOUR,"Prasidh to Gayle, FOUR, short of length delivery rising steeply"
webNLG,Ferguson|Rahul|OUT,"Ferguson to Rahul, out Caught by Kuldeep Yadav! An abomination"
webNLG,Narine|Agarwal|FOUR,"Narine to Agarwal, FOUR, a whippy sweep-type-clip off the pads"
webNLG,Kuldeep Yadav|Miller|SIX,"Kuldeep Yadav to Miller, SIX, and the sweep gets him"
webNLG,Narine|Miller|SIX,"Narine to Miller, SIX, too full, the leverage was there"
webNLG,Narine|Miller|FOUR,"Narine to Miller, FOUR, smashes the ball away again. Shortish"
webNLG,Narine|Agarwal|FOUR,"Narine to Agarwal, FOUR, slapped! That was powered down the"
webNLG,Narine|Agarwal|FOUR,"Narine to Agarwal, FOUR, and cheeky! Waits on it and"
webNLG,Chawla|Agarwal|SIX,"Chawla to Agarwal, SIX, oh these bats, modern day cricket,"
webNLG,A Russell|Agarwal|TWO,"A Russell to Agarwal, 2 runs, flicked wide of long-on,"
webNLG,Kuldeep Yadav|Agarwal|TWO,"Kuldeep Yadav to Agarwal, 2 runs, in the airrr, dropped,"
webNLG,Kuldeep Yadav|Miller|FOUR,"Kuldeep Yadav to Miller, FOUR, down the track to drill"
webNLG,Chawla|Agarwal|OUT,"Chawla to Agarwal, out Bowled!! The googly and it takes"
webNLG,Chawla|Miller|NO RUN,"Chawla to Miller, no run, this is a very wide"
webNLG,Ferguson|Mandeep|SIX,"Ferguson to Mandeep, SIX, this is a lovely lofted off-drive,"
webNLG,Ferguson|Miller|FOUR,"Ferguson to Miller, FOUR, this is class batting, knows third"
webNLG,Prasidh|Miller|FOUR,"Prasidh to Miller, FOUR, low full toss, drilled hard between"
webNLG,Prasidh|Mandeep|FOUR,"Prasidh to Mandeep, FOUR, clever hit, short delivery rising steeply,"
webNLG,Ferguson|Mandeep|FOUR,"Ferguson to Mandeep, FOUR, short delivery outside off stump, Mandeep"
webNLG,Ferguson|Miller|TWO,"Ferguson to Miller, 2 runs, slower delivery on the leg"
webNLG,Ferguson|Miller|SIX,"Ferguson to Miller, SIX, now then, KXIP need seven more"
webNLG,Chawla|Mandeep|FOUR,"Chawla to Mandeep, FOUR, short googly, pulled away to deep"
webNLG,Chawla|Mandeep|FOUR,"Chawla to Mandeep, FOUR, Chawla is only going to bowl"
webNLG,Prasidh|Agarwal|FOUR,"Prasidh to Agarwal, FOUR, 142.7km/h, length delivery angling into the"
webNLG,Prasidh|Agarwal|FOUR,"Prasidh to Agarwal, FOUR, oh that is laced! Backs away"
webNLG,Prasidh|Agarwal|FOUR,"Prasidh to Agarwal, FOUR, 149.2km/h, really quick, but strays on"
webNLG,Ferguson|Gayle|FOUR,"Ferguson to Gayle, FOUR, short of length delivery on the"
webNLG,Ferguson|Gayle|SIX,"Ferguson to Gayle, SIX, 142.9km/h, doesn't take the pace off"
webNLG,A Russell|Gayle|OUT,"A Russell to Gayle, out Caught by Prasidh! What can't"
webNLG,A Russell|Sarfaraz Khan|FOUR,"A Russell to Sarfaraz Khan, FOUR, uncanny? Usual Sarfaraz Khan"
webNLG,A Russell|Sarfaraz Khan|FOUR,"A Russell to Sarfaraz Khan, FOUR, what lovely timing! Shortish"
webNLG,A Russell|Sarfaraz Khan|OUT,"A Russell to Sarfaraz Khan, out Caught by Karthik!! Slower"
webNLG,Kuldeep Yadav|Miller|FOUR,"Kuldeep Yadav to Miller, FOUR, when in doubt, sweep! Did"
webNLG,U Yadav|Rohit|FOUR,"U Yadav to Rohit, FOUR, oh, that's a dreadful delivery"
webNLG,U Yadav|Rohit|FOUR,"U Yadav to Rohit, FOUR, gift for Sharma. Loosener once"
webNLG,Navdeep Saini|Rohit|FOUR,"Navdeep Saini to Rohit, FOUR, inside edge and that nearly"
webNLG,U Yadav|Suryakumar Yadav|FOUR,"U Yadav to Suryakumar Yadav, FOUR, a short of length"
webNLG,U Yadav|Rohit|OUT,"U Yadav to Rohit, out Caught by Siraj!! This is"
webNLG,Moeen Ali|Suryakumar Yadav|SIX,"Moeen Ali to Suryakumar Yadav, SIX, Suryakumar Yadav has had"
webNLG,Moeen Ali|Suryakumar Yadav|FOUR,"Moeen Ali to Suryakumar Yadav, FOUR, classy batting, this from"
webNLG,Chahal|Yuvraj|SIX,"Chahal to Yuvraj, SIX, a freebie from Chahal and Yuvraj"
webNLG,Chahal|Yuvraj|SIX,"Chahal to Yuvraj, SIX, kaboom! Vintage Yuvi. Yuzvendra Chahal over-corrects"
webNLG,Chahal|Yuvraj|SIX,"Chahal to Yuvraj, SIX, hat-trick of sixes! Chahal bowls this"
webNLG,Chahal|Yuvraj|OUT,"Chahal to Yuvraj, out Caught by Siraj!! Yuvraj wanted to"
webNLG,de Grandhomme|Suryakumar Yadav|FOUR,"de Grandhomme to Suryakumar Yadav, FOUR, cheeky and effective! A"
webNLG,de Grandhomme|Suryakumar Yadav|FOUR,"de Grandhomme to Suryakumar Yadav, FOUR, got to feel for"
webNLG,Chahal|Suryakumar Yadav|OUT,"Chahal to Suryakumar Yadav, out Caught by Moeen Ali!! An"
webNLG,Chahal|Krunal Pandya|ONE,"Chahal to Krunal Pandya, 1 run, Chahal has put down"
webNLG,Chahal|Pollard|OUT,"Chahal to Pollard, out Caught by Hetmyer!! The extra ball"
webNLG,U Yadav|Krunal Pandya|OUT,"U Yadav to Krunal Pandya, out Caught by Navdeep Saini!!"
webNLG,Siraj|McClenaghan|OUT,"Siraj to McClenaghan, out Bowled!! Another one bites the dust."
webNLG,Siraj|Markande|FOUR,"Siraj to Markande, FOUR, poor ball with a slip in"
webNLG,Siraj|Hardik Pandya|FOUR,"Siraj to Hardik Pandya, FOUR, 141kph, full on off and"
webNLG,Navdeep Saini|Hardik Pandya|FOUR,"Navdeep Saini to Hardik Pandya, FOUR, stand and deliver! Saini"
webNLG,Navdeep Saini|Hardik Pandya|SIX,"Navdeep Saini to Hardik Pandya, SIX, 137.4kph, shortish ball that"
webNLG,Siraj|Markande|OUT,"Siraj to Markande, out Caught by Parthiv Patel!! In-slanter at"
webNLG,Siraj|Bumrah|OUT,"Siraj to Bumrah, leg byes, 1 run, 144.7kph, very full"
webNLG,Siraj|Hardik Pandya|SIX,"Siraj to Hardik Pandya, SIX, huuuuge! Mohammed Siraj bowls a"
webNLG,Siraj|Hardik Pandya|SIX,"Siraj to Hardik Pandya, SIX, over deep mid. This is"
webNLG,Navdeep Saini|Rohit|FOUR,"Navdeep Saini to Rohit, FOUR, neatly driven and it beats"
webNLG,U Yadav|de Kock|FOUR,"U Yadav to de Kock, FOUR, ""That is a typical"
webNLG,Navdeep Saini|Rohit|SIX,"Navdeep Saini to Rohit, SIX, never bowl short to Rohit,"
webNLG,Siraj|de Kock|SIX,"Siraj to de Kock, SIX, woah! This is a shot"
webNLG,Siraj|de Kock|ONE,"Siraj to de Kock, 1 run, oh close! Risky single"
webNLG,Siraj|Rohit|FOUR,"Siraj to Rohit, FOUR, slapped past mid-off. Dismissive from Rohit."
webNLG,Navdeep Saini|de Kock|FOUR,"Navdeep Saini to de Kock, FOUR, dropped. CDG is the"
webNLG,Navdeep Saini|Rohit|FOUR,"Navdeep Saini to Rohit, FOUR, 50 comes up for MI"
webNLG,Chahal|de Kock|OUT,"Chahal to de Kock, out Bowled!! 50th scalp for Chahal"
webNLG,Chahal|Suryakumar Yadav|FOUR,"Chahal to Suryakumar Yadav, byes, FOUR, the non-turner outside off,"
webNLG,Chahal|Rohit|FOUR,"Chahal to Rohit, FOUR, 85.6kph, Chahal gives air on this"
webNLG,de Grandhomme|Rohit|FOUR,"de Grandhomme to Rohit, FOUR, another off-pace delivery - 111.5kph."
webNLG,McClenaghan|Parthiv Patel|FOUR,"McClenaghan to Parthiv Patel, FOUR, Chota Gayle hits the first"
webNLG,Markande|Kohli|FOUR,"Markande to Kohli, FOUR, enough of dots, Kohli wants to"
webNLG,Markande|de Villiers|SIX,"Markande to de Villiers, SIX, in the arc and that's"
webNLG,Malinga|de Villiers|SIX,"Malinga to de Villiers, SIX, slower, loopy, leg-stump. Okay, does"
webNLG,Bumrah|Kohli|OUT,"Bumrah to Kohli, out Caught by Hardik Pandya!! Bumrah gets"
webNLG,Hardik Pandya|de Villiers|FOUR,"Hardik Pandya to de Villiers, FOUR, Hardik Pandya is not"
webNLG,Hardik Pandya|de Villiers|FOUR,"Hardik Pandya to de Villiers, FOUR, that was pitched halfway"
webNLG,Malinga|de Villiers|FOUR,"Malinga to de Villiers, FOUR, huge appeal for lbw, but"
webNLG,Malinga|de Villiers|SIX,"Malinga to de Villiers, SIX, length ball outside off, AB"
webNLG,Malinga|de Villiers|SIX,"Malinga to de Villiers, SIX, too predictable from Malinga. Another"
webNLG,Bumrah|Hetmyer|OUT,"Bumrah to Hetmyer, out Caught by Hardik Pandya!! Needless stuff"
webNLG,Bumrah|de Villiers|ONE,"Bumrah to de Villiers, 1 run, 29th IPL fifty for"
webNLG,Bumrah|de Grandhomme|NO RUN,"Bumrah to de Grandhomme, no run, clipped to the left"
webNLG,Hardik Pandya|de Villiers|FOUR,"Hardik Pandya to de Villiers, FOUR, AB shuffles and meets"
webNLG,Hardik Pandya|de Villiers|SIX,"Hardik Pandya to de Villiers, SIX, for a fleeting moment"
webNLG,Hardik Pandya|de Villiers|SIX,"Hardik Pandya to de Villiers, SIX, full toss on the"
webNLG,Bumrah|de Grandhomme|OUT,"Bumrah to de Grandhomme, out Caught by Krunal Pandya!! Similar"
webNLG,Malinga|Shivam Dube|SIX,"Malinga to Shivam Dube, SIX, this is why he's been"
webNLG,Malinga|Shivam Dube|ONE,"Malinga to Shivam Dube, 1 run, dropped! Bumrah is the"
webNLG,McClenaghan|Parthiv Patel|FOUR,"McClenaghan to Parthiv Patel, FOUR, that's a nice pull shot,"
webNLG,McClenaghan|Moeen Ali|FOUR,"McClenaghan to Moeen Ali, FOUR, top edge, but it flies"
webNLG,McClenaghan|Moeen Ali|SIX,"McClenaghan to Moeen Ali, SIX, oh what a shot! McClenaghan"
webNLG,Bumrah|Parthiv Patel|OUT,"Bumrah to Parthiv Patel, out Moeen Ali Run Out!! This"
webNLG,Bumrah|Kohli|FOUR,"Bumrah to Kohli, FOUR, oh this could so easily have"
webNLG,Bumrah|Kohli|FOUR,"Bumrah to Kohli, FOUR, outside edgeeee but safe! Kohli really"
webNLG,Bumrah|Kohli|FOUR,"Bumrah to Kohli, FOUR, this is a brilliant shot. Not"
webNLG,Hardik Pandya|Kohli|FOUR,"Hardik Pandya to Kohli, FOUR, Hardik Pandya missed his length"
webNLG,Hardik Pandya|Kohli|FOUR,"Hardik Pandya to Kohli, FOUR, and look at this cover"
webNLG,Krunal Pandya|Parthiv Patel|FOUR,"Krunal Pandya to Parthiv Patel, FOUR, flicked along the ground,"
webNLG,Krunal Pandya|Parthiv Patel|SIX,"Krunal Pandya to Parthiv Patel, SIX, this is a brave"
webNLG,Markande|Parthiv Patel|FOUR,"Markande to Parthiv Patel, FOUR, driven wide of long-off, oh"
webNLG,Markande|Parthiv Patel|OUT,"Markande to Parthiv Patel, out Bowled!! A chop on from"
webNLG,Markande|de Villiers|NO RUN,"Markande to de Villiers, no run, Yuvraj Singh, what have"
webNLG,S Kaul|Samson|FOUR,"S Kaul to Samson, FOUR, just a chip and off"
webNLG,S Kaul|Rahane|FOUR,"S Kaul to Rahane, FOUR, runs starting to flow from"
webNLG,Shankar|Rahane|SIX,"Shankar to Rahane, SIX, hit-me delivery and Rahane obliges. A"
webNLG,Shankar|Samson|FOUR,"Shankar to Samson, FOUR, it is not working for Shankar."
webNLG,Rashid Khan|Rahane|ONE,"Rashid Khan to Rahane, 1 run, fifty for Rahane. First"
webNLG,Sandeep Sharma|Rahane|FOUR,"Sandeep Sharma to Rahane, FOUR, shot! He's bisected the two"
webNLG,Sandeep Sharma|Samson|TWO,"Sandeep Sharma to Samson, 2 runs, Rahane was in trouble"
webNLG,Sandeep Sharma|Samson|ONE,"Sandeep Sharma to Samson, 1 run, fifty for Samson. 11th"
webNLG,Rashid Khan|Rahane|FOUR,"Rashid Khan to Rahane, FOUR, Rahane getting innovative. Rashid is"
webNLG,Nadeem|Rahane|SIX,"Nadeem to Rahane, SIX, woah! What timing. Rashid thought he"
webNLG,Nadeem|Samson|FOUR,"Nadeem to Samson, FOUR, cheeky! Smart batting by Samson. He"
webNLG,Nadeem|Rahane|OUT,"Nadeem to Rahane, out Caught by Manish Pandey!! Gone! The"
webNLG,S Kaul|Samson|TWO,"S Kaul to Samson, 2 runs, dropped! Bairstow charges from"
webNLG,Bhuvneshwar|Samson|SIX,"Bhuvneshwar to Samson, SIX, fabulous shot! This for me is"
webNLG,Bhuvneshwar|Samson|FOUR,"Bhuvneshwar to Samson, FOUR, wow! He's playing a gem here."
webNLG,Bhuvneshwar|Samson|FOUR,"Bhuvneshwar to Samson, FOUR, and again.. Bhuvi does not look"
webNLG,Bhuvneshwar|Samson|FOUR,"Bhuvneshwar to Samson, FOUR, this is class batting. He is"
webNLG,Bhuvneshwar|Samson|FOUR,"Bhuvneshwar to Samson, FOUR, 24 runs off the over. This"
webNLG,Sandeep Sharma|Samson|SIX,"Sandeep Sharma to Samson, SIX, into the 90s now.. Sandeep"
webNLG,Bhuvneshwar|Stokes|FOUR,"Bhuvneshwar to Stokes, FOUR, geez! Stokes showing he has the"
webNLG,Bhuvneshwar|Samson|FOUR,"Bhuvneshwar to Samson, FOUR, hundred for Samson. Second in the"
webNLG,Bhuvneshwar|Stokes|FOUR,"Bhuvneshwar to Stokes, FOUR, Stokes being cheeky. He telegraphed his"
webNLG,Bhuvneshwar|Buttler|FOUR,"Bhuvneshwar to Buttler, FOUR, 125.3kph. Top hands, and Buttler lets"
webNLG,Bhuvneshwar|Stokes|FOUR,"Bhuvneshwar to Stokes, FOUR, Rajasthan Royals finish with a mammoth"
webNLG,Rashid Khan|Buttler|OUT,"Rashid Khan to Buttler, out Bowled!! Yeah, that's how you"
webNLG,Rashid Khan|Samson|FOUR,"Rashid Khan to Samson, FOUR, streaky edge. Samson has no"
webNLG,Sandeep Sharma|Rahane|FOUR,"Sandeep Sharma to Rahane, FOUR, this is simple. Sandeep strays"
webNLG,Nadeem|Samson|SIX,"Nadeem to Samson, SIX, bang in the slot. And here's"
webNLG,S Kaul|Samson|SIX,"S Kaul to Samson, SIX, another knuckle pace-off. But Samson"
webNLG,Rashid Khan|Samson|FOUR,"Rashid Khan to Samson, FOUR, deft. Samson clears his back"
webNLG,Nadeem|Samson|ONE,"Nadeem to Samson, 1 run, miscued front-footed pull. Straight to"
webNLG,Nadeem|Rahane|SIX,"Nadeem to Rahane, SIX, runs down, gets close to the"
webNLG,D Kulkarni|Warner|FOUR,"D Kulkarni to Warner, FOUR, strays on the pads, swings"
webNLG,D Kulkarni|Warner|SIX,"D Kulkarni to Warner, SIX, geez that's massive! Banged in"
webNLG,Gowtham|Warner|FOUR,"Gowtham to Warner, FOUR, round the wicket, fires it in"
webNLG,Gowtham|Warner|FOUR,"Gowtham to Warner, FOUR, fires it down leg, out of"
webNLG,Stokes|Bairstow|ONE,"Stokes to Bairstow, 1 run, dropped by Kulkarni at third"
webNLG,Shreyas Gopal|Bairstow|OUT,"Shreyas Gopal to Bairstow, out Caught by D Kulkarni!! Dhawal"
webNLG,Stokes|Williamson|FOUR,"Stokes to Williamson, FOUR, oh what a shot! Leans forward"
webNLG,Stokes|Shankar|FOUR,"Stokes to Shankar, FOUR, lovely pull shot. Short delivery, but"
webNLG,D Kulkarni|Shankar|SIX,"D Kulkarni to Shankar, SIX, he's powered this all the"
webNLG,D Kulkarni|Shankar|SIX,"D Kulkarni to Shankar, SIX, gee he's hit this really,"
webNLG,Unadkat|Shankar|SIX,"Unadkat to Shankar, SIX, it's a slower ball alright, but"
webNLG,Unadkat|Williamson|FOUR,"Unadkat to Williamson, FOUR, in the air but wide of"
webNLG,Unadkat|Williamson|OUT,"Unadkat to Williamson, out Caught by R Tripathi!! This is"
webNLG,Shreyas Gopal|Shankar|OUT,"Shreyas Gopal to Shankar, out Caught by (sub)Chopra!! He's mistimed"
webNLG,Shreyas Gopal|Manish Pandey|OUT,"Shreyas Gopal to Manish Pandey, out Lbw!! Appeal and given."
webNLG,Jofra Archer|Y Pathan|SIX,"Jofra Archer to Y Pathan, SIX, gee! The bloke is"
webNLG,Jofra Archer|Rashid Khan|FOUR,"Jofra Archer to Rashid Khan, FOUR, that's the strong bottom"
webNLG,Jofra Archer|Rashid Khan|SIX,"Jofra Archer to Rashid Khan, SIX, oh wow! What a"
webNLG,D Kulkarni|Warner|FOUR,"D Kulkarni to Warner, FOUR, wide yorker length delivery @135.8km/h,"
webNLG,Stokes|Warner|FOUR,"Stokes to Warner, FOUR, short one from round the wicket"
webNLG,Stokes|Warner|FOUR,"Stokes to Warner, FOUR, just short of a half-volley, not"
webNLG,Stokes|Warner|FOUR,"Stokes to Warner, FOUR, another slower one @112.9km/h, Warner backs"
webNLG,Stokes|Warner|ONE,"Stokes to Warner, 1 run, fuller length delivery on the"
webNLG,Stokes|Bairstow|FOUR,"Stokes to Bairstow, FOUR, slightly more open-chested from Stokes from"
webNLG,Jofra Archer|Warner|FOUR,"Jofra Archer to Warner, FOUR, that's the mother of all"
webNLG,Jofra Archer|Warner|TWO,"Jofra Archer to Warner, 2 runs, short of length delivery"
webNLG,Jofra Archer|Bairstow|FOUR,"Jofra Archer to Bairstow, FOUR, 149.8km/h, but it's a half-volley"
webNLG,Jofra Archer|Bairstow|FOUR,"Jofra Archer to Bairstow, FOUR, 132.6km/h, that's a slower one,"
webNLG,Shreyas Gopal|Bairstow|FOUR,"Shreyas Gopal to Bairstow, FOUR, skids through towards leg, Bairstow"
webNLG,Gowtham|Warner|SIX,"Gowtham to Warner, SIX, right in the swinging arc for"
webNLG,Gowtham|Warner|FOUR,"Gowtham to Warner, FOUR, pulls the length back, nothing wrong"
webNLG,Shreyas Gopal|Bairstow|SIX,"Shreyas Gopal to Bairstow, SIX, what a way to bring"
webNLG,Stokes|Bairstow|FOUR,"Stokes to Bairstow, FOUR, 140.4km/h, back of a length delivery"
webNLG,Stokes|Warner|OUT,"Stokes to Warner, out Caught by D Kulkarni! When Warner"
webNLG,Stokes|Bairstow|FOUR,"Stokes to Bairstow, FOUR, shortish, marginally wide, Bairstow just stays"
webNLG,McClenaghan|Gayle|FOUR,"McClenaghan to Gayle, FOUR, Gayle plays the ramp now, safe"
webNLG,Krunal Pandya|Agarwal|SIX,"Krunal Pandya to Agarwal, SIX, that's quality hitting from Agarwal."
webNLG,Krunal Pandya|Rahul|ONE,"Krunal Pandya to Rahul, 1 run, pushes it with the"
webNLG,Krunal Pandya|Agarwal|SIX,"Krunal Pandya to Agarwal, SIX, he is playing the innings"
webNLG,Krunal Pandya|Agarwal|OUT,"Krunal Pandya to Agarwal, out Caught&Bowled!! An excellent innings from"
webNLG,Hardik Pandya|Rahul|SIX,"Hardik Pandya to Rahul, SIX, this is more like Rahul."
webNLG,Hardik Pandya|Rahul|FOUR,"Hardik Pandya to Rahul, FOUR, tell you what, his touch"
webNLG,Hardik Pandya|Miller|FOUR,"Hardik Pandya to Miller, FOUR, nicely done by Miller! Expensive"
webNLG,Malinga|Rahul|FOUR,"Malinga to Rahul, FOUR, fifty for Rahul! Not the most"
webNLG,Bumrah|Rahul|FOUR,"Bumrah to Rahul, FOUR, Bumrah misses the yorker. This is"
webNLG,Bumrah|Rahul|FOUR,"Bumrah to Rahul, FOUR, he looks in fabulous touch, how"
webNLG,McClenaghan|Miller|FOUR,"McClenaghan to Miller, FOUR, smashed! Punjab are just a hit"
webNLG,McClenaghan|Miller|WIDE,"McClenaghan to Miller, wide, 50-run partnership comes up. It has"
webNLG,Bumrah|Rahul|FOUR,"Bumrah to Rahul, FOUR, cheeky from Rahul. He is taking"
webNLG,McClenaghan|Gayle|SIX,"McClenaghan to Gayle, SIX, massive, you can't bowl short to"
webNLG,McClenaghan|Gayle|SIX,"McClenaghan to Gayle, SIX, back-to-back sixes for Gayle, his 300th"
webNLG,Bumrah|Rahul|FOUR,"Bumrah to Rahul, FOUR, beautifully played, fraction too full and"
webNLG,Malinga|Gayle|FOUR,"Malinga to Gayle, FOUR, lovely, very full and at the"
webNLG,Malinga|Gayle|FOUR,"Malinga to Gayle, FOUR, Gayle is in his elements today,"
webNLG,Hardik Pandya|Gayle|SIX,"Hardik Pandya to Gayle, SIX, clears the mid-wicket fence, but"
webNLG,Hardik Pandya|Gayle|SIX,"Hardik Pandya to Gayle, SIX, you can't miss your length"
webNLG,Krunal Pandya|Gayle|OUT,"Krunal Pandya to Gayle, out Caught by Hardik Pandya!! Pandya"
webNLG,Krunal Pandya|Agarwal|FOUR,"Krunal Pandya to Agarwal, FOUR, just a chip shot from"
webNLG,Markande|Agarwal|FOUR,"Markande to Agarwal, FOUR, he looks in great touch does"
webNLG,Markande|Agarwal|FOUR,"Markande to Agarwal, FOUR, Agarwal is seeing the ball really"
webNLG,Krunal Pandya|Agarwal|FOUR,"Krunal Pandya to Agarwal, FOUR, 18 off 7! He is"
webNLG,Shami|Rohit|FOUR,"Shami to Rohit, FOUR, can't bowl short to Rohit when"
webNLG,Shami|Rohit|FOUR,"Shami to Rohit, FOUR, classy shot! Sublime stuff from Rohit,"
webNLG,Tye|Yuvraj|FOUR,"Tye to Yuvraj, FOUR, one-handed check drive from Yuvraj, aerial"
webNLG,Tye|Yuvraj|FOUR,"Tye to Yuvraj, FOUR, straight as an arrow! Now this"
webNLG,Murugan Ashwin|de Kock|FOUR,"Murugan Ashwin to de Kock, FOUR, in the air....safe and"
webNLG,Shami|Yuvraj|ONE,"Shami to Yuvraj, 1 run, cramps Yuvraj with this good"
webNLG,Shami|de Kock|SIX,"Shami to de Kock, SIX, sensational pick up shot from"
webNLG,Shami|de Kock|OUT,"Shami to de Kock, out Lbw!! Much-needed breakthrough for KXIP."
webNLG,Murugan Ashwin|Yuvraj|OUT,"Murugan Ashwin to Yuvraj, out Caught by Shami!! This was"
webNLG,Murugan Ashwin|Hardik Pandya|FOUR,"Murugan Ashwin to Hardik Pandya, FOUR, edged and four, another"
webNLG,Viljoen|Hardik Pandya|FOUR,"Viljoen to Hardik Pandya, FOUR, cracking shot, tad too short"
webNLG,Tye|Pollard|OUT,"Tye to Pollard, out Caught by Agarwal!! That's a high"
webNLG,Viljoen|Krunal Pandya|FOUR,"Viljoen to Krunal Pandya, FOUR, Oh dear! That's extremely poor"
webNLG,Viljoen|Krunal Pandya|FOUR,"Viljoen to Krunal Pandya, FOUR, back-to-back boundaries for Krunal, he's"
webNLG,Viljoen|Krunal Pandya|OUT,"Viljoen to Krunal Pandya, out Caught by Murugan Ashwin!! That's"
webNLG,Viljoen|Hardik Pandya|FOUR,"Viljoen to Hardik Pandya, FOUR, short, wide and four, Hardik"
